word,translation,category,subcategory,difficulty,wordType,definition,definitionZh,exampleSentence,exampleSentenceZh,tags,tagsZh
"traveler","旅行者","various","","intermediate","noun","A word meaning: 旅行者","旅行者","","","noun","名词"
"treasure","财宝，财富","various","","intermediate","noun","A word meaning: 财宝","财宝","","","noun","名词"
"treat","对待，看待","food","","beginner","noun","A word meaning: 对待","对待","","","noun","名词"
"treatment","治疗，疗法","food","","advanced","noun","A word meaning: 治疗","治疗","","","noun","名词"
"tree","树","transportation","","beginner","noun","A word meaning: 树","树","","","noun","名词"
"tremble","颤抖","various","","intermediate","noun","A word meaning: 颤抖","颤抖","","","noun","名词"
"trend","趋势，倾向，动态","actions-verbs","","beginner","noun","A word meaning: 趋势","趋势","","","noun","名词"
"trial","审判；试验；试用","various","","beginner","adjective","A word meaning: 审判","审判","","","adjective","形容词"
"triangle","三角","various","","intermediate","noun","A word meaning: 三角","三角","","","noun","名词"
"trick","诡计，把戏","various","","beginner","noun","A word meaning: 诡计","诡计","","","noun","名词"
"trip","旅行，旅程","various","","beginner","noun","A word meaning: 旅行","旅行","","","noun","名词"
"trolley bus","无轨电车","transportation","land-travel","advanced","noun","A word meaning: 无轨电车","无轨电车","","","noun","名词"
"troop","部队","various","","beginner","noun","A word meaning: 部队","部队","","","noun","名词"
"trouble","使苦恼，使忧虑，使麻烦 问题，疾病，烦恼，麻烦","various","","intermediate","noun","A word meaning: 使苦恼","使苦恼","","","noun","名词"
"troublesome","令人烦恼的；讨厌的","various","","advanced","adjective","A word meaning: 令人烦恼的","令人烦恼的","","","adjective","形容词"
"trousers","裤子，长裤","various","","intermediate","noun","A word meaning: 裤子","裤子","","","noun","名词"
"truck","卡车，运货车；车皮 v.装车；用货车运","transportation","land-travel","beginner","noun","A word meaning: 卡车","卡车","","","noun","名词"
"true","真的，真实的；忠诚的","various","","beginner","adjective","A word meaning: 真的","真的","","","adjective","形容词"
"truly","真正地，真实地","various","","beginner","adverb","A word meaning: 真正地","真正地","","","adverb","副词"
"trunk","树干；大箱子","actions-verbs","","beginner","noun","A word meaning: 树干","树干","","","noun","名词"
"trust","相信，信任，信赖","various","","beginner","noun","A word meaning: 相信","相信","","","noun","名词"
"truth","真理，事实，真相，实际情况","various","","beginner","noun","A word meaning: 真理","真理","","","noun","名词"
"try","试，试图，努力","actions-verbs","","beginner","noun","A word meaning: 试","试","","","noun","名词"
"T-shirt","T恤衫","clothing","mens-clothing","advanced","noun","A word meaning: T恤衫","T恤衫","","","noun","名词"
"tube","管，管状物","various","","beginner","noun","A word meaning: 管","管","","","noun","名词"
"Tuesday","星期二","time","","intermediate","noun","A word meaning: 星期二","星期二","","","noun","名词"
"tune","曲调，曲子","various","","beginner","noun","A word meaning: 曲调","曲调","","","noun","名词"
"turkey","火鸡","various","","intermediate","noun","A word meaning: 火鸡","火鸡","","","noun","名词"
"turn","旋转，翻转，转变，转弯 轮流，（轮流的）顺序","various","","beginner","adjective","A word meaning: 旋转","旋转","","","adjective","形容词"
"turning","拐弯处，拐角处","various","","intermediate","noun","A word meaning: 拐弯处","拐弯处","","","noun","名词"
"tutor","家庭教师，私人教师，导师","various","","beginner","noun","A word meaning: 家庭教师","家庭教师","","","noun","名词"
"TV=television","电视；电视机","house","","advanced","noun","A word meaning: 电视","电视","","","noun","名词"
"twelfth","第十二","various","","intermediate","noun","A word meaning: 第十二","第十二","","","noun","名词"
"twelve","十二","numbers","","intermediate","noun","A word meaning: 十二","十二","","","noun","名词"
"twentieth","第二十","clothing","mens-clothing","advanced","noun","A word meaning: 第二十","第二十","","","noun","名词"
"twenty","二十","numbers","","intermediate","noun","A word meaning: 二十","二十","","","noun","名词"
"twenty-first","第二十一","numbers","","advanced","noun","A word meaning: 第二十一","第二十一","","","noun","名词"
"twenty-one","二十一","numbers","","advanced","noun","A word meaning: 二十一","二十一","","","noun","名词"
"twice","两次；两倍","nature","","beginner","noun","A word meaning: 两次","两次","","","noun","名词"
"twin","双胞胎之一","various","","beginner","noun","A word meaning: 双胞胎之一","双胞胎之一","","","noun","名词"
"two","二","numbers","","beginner","noun","A word meaning: 二","二","","","noun","名词"
"type","类型","various","","beginner","noun","A word meaning: 类型","类型","","","noun","名词"
"typewriter","打字机","education","","advanced","noun","A word meaning: 打字机","打字机","","","noun","名词"
"typhoon","台风","various","","intermediate","noun","A word meaning: 台风","台风","","","noun","名词"
"typical","典型的，有代表性的","various","","intermediate","adjective","A word meaning: 典型的","典型的","","","adjective","形容词"
"typist","打字员","various","","intermediate","noun","A word meaning: 打字员","打字员","","","noun","名词"
"tyre(Am tire)","轮胎","various","","advanced","noun","A word meaning: 轮胎","轮胎","","","noun","名词"
"ugly","丑陋的；难看的","various","","beginner","adverb;adjective","A word meaning: 丑陋的","丑陋的","","","adverb;adjective","副词;形容词"
"U.K./UK(缩)=United Kingdom","英国，联合王国","various","","advanced","noun","A word meaning: 英国","英国","","","noun","名词"
"um","嗯","nature","","beginner","noun","A word meaning: 嗯","嗯","","","noun","名词"
"umbrella","雨伞","various","","intermediate","noun","A word meaning: 雨伞","雨伞","","","noun","名词"
"U.N./UN(缩)=the United Nations","联合国","geography","","advanced","noun","A word meaning: 联合国","联合国","","","noun","名词"
"unable","不能的，不能胜任的","various","","intermediate","adjective","A word meaning: 不能的","不能的","","","adjective","形容词"
"unbearable","难耐的，无法接受的","animals","mammals","advanced","adjective","A word meaning: 难耐的","难耐的","","","adjective","形容词"
"uncertain","不确定的","various","","advanced","adjective","A word meaning: 不确定的","不确定的","","","adjective","形容词"
"uncle","叔；伯；舅；姑夫；姨父","family","","beginner","noun","A word meaning: 叔","叔","","","noun","名词"
"uncomfortable","不舒服的","house","furniture","advanced","adjective","A word meaning: 不舒服的","不舒服的","","","adjective","形容词"
"unconditional","无条件的，绝对的","various","","advanced","adjective","A word meaning: 无条件的","无条件的","","","adjective","形容词"
"unconscious","昏迷的，不省人事的","various","","advanced","adjective","A word meaning: 昏迷的","昏迷的","","","adjective","形容词"
"under","在...下面，向...下面","clothing","","beginner","noun","A word meaning: 在...下面","在...下面","","","noun","名词"
"underground","地下的 地铁","various","","advanced","adjective;adverb","A word meaning: 地下的 地铁","地下的 地铁","","","adjective;adverb","形容词;副词"
"understand(understood","understood)","actions-verbs","","advanced","noun","A word meaning: understood)","understood)","","","noun","名词"
"understanding","领会；理解","actions-verbs","","advanced","noun","A word meaning: 领会","领会","","","noun","名词"
"underwear","内衣","body","face","advanced","noun","A word meaning: 内衣","内衣","","","noun","名词"
"undivided","没分开的；专一的；专心的","various","","advanced","adjective","A word meaning: 没分开的","没分开的","","","adjective","形容词"
"undo","解开，松开","various","","beginner","noun","A word meaning: 解开","解开","","","noun","名词"
"unemployment","失业，失业状态","various","","advanced","noun","A word meaning: 失业","失业","","","noun","名词"
"unfair","不公平的，不公正的","nature","","intermediate","adjective","A word meaning: 不公平的","不公平的","","","adjective","形容词"
"unfit","不合宜的，不相宜的","various","","beginner","adjective","A word meaning: 不合宜的","不合宜的","","","adjective","形容词"
"unfold","展开，打开","various","","intermediate","noun","A word meaning: 展开","展开","","","noun","名词"
"unfortunate","不幸的","various","","advanced","verb;adjective","A word meaning: 不幸的","不幸的","","","verb;adjective","动词;形容词"
"unfortunately","不幸地","various","","advanced","adverb","A word meaning: 不幸地","不幸地","","","adverb","副词"
"unhappy","不高兴的，伤心的","various","","intermediate","adjective","A word meaning: 不高兴的","不高兴的","","","adjective","形容词"
